state,city,zip,living_space,construct_year,heating_type,has_parking,has_balcony,rent
Baden-Wuerttemberg,Mannheim,68159,167.0,1928,District,true,false,2897.94
Niedersachsen,Hannover,30159,56.9,1921,Natural,true,true,1394.7
Nordrhein-Westfalen,Muenster,48143,205.59,1933,Oil,false,false,2658.83
Nordrhein-Westfalen,Aachen,52062,212.21,1960,Oil,false,false,2207.09
Nordrhein-Westfalen,Duisburg,47051,230.82,1983,Natural,true,false,1300.01
Niedersachsen,Wolfsburg,38440,120.38,1945,Natural,false,false,2115.07
Hessen,Giessen,35390,119.88,2008,District,true,false,2436.5
Bayern,Nuernberg,90402,150.94,1961,District,true,false,2462.82
Hessen,Fulda,36037,174.68,1981,None,true,false,829.42
Niedersachsen,Hildesheim,31134,205.14,1923,Natural,false,false,1946.29
Baden-Wuerttemberg,Reutlingen,72760,165.25,2005,District,true,false,2597.62
Baden-Wuerttemberg,Reutlingen,72760,171.28,1920,District,false,false,2508.82
Bayern,Erlangen,91052,163.9,1923,Natural,false,false,2566.49
Nordrhein-Westfalen,Duisburg,47051,229.18,2002,District,false,false,2166.92
Baden-Wuerttemberg,Heidelberg,69115,142.67,1962,Natural,true,false,2281.42
Niedersachsen,Hildesheim,31134,218.1,1951,Natural,false,false,1410.83
Niedersachsen,Goettingen,37073,143.13,1943,Natural,true,false,2270.18
Niedersachsen,Osnabrueck,49074,70.51,1951,Oil,true,false,1409.39
Baden-Wuerttemberg,Heilbronn,74072,164.93,1952,District,false,false,2687.98
Hessen,Wiesbaden,55246,83.39,1940,District,true,false,2059.51
Niedersachsen,Osnabrueck,49074,215.04,1938,Natural,false,false,2122.48
Hessen,Fulda,36037,85.44,1968,None,false,false,756.56
Nordrhein-Westfalen,Duesseldorf,40210,31.02,1971,District,false,false,699.54
Bayern,Landshut,84082,163.34,1932,District,false,false,2849.96
Hessen,Wiesbaden,55246,137.26,1950,District,true,false,2609.61
Hessen,Wiesbaden,55246,179.11,2004,Natural,true,false,2754.29
Bayern,Wuerzburg,97070,164.01,1995,District,false,false,2798.35
Baden-Wuerttemberg,Ludwigsburg,71634,248.38,1991,District,false,false,2752.28
Baden-Wuerttemberg,Ludwigsburg,71634,194.63,1944,District,false,false,3012.36
Bayern,Augsburg,86150,197.64,1973,Oil,true,false,2829.95
Baden-Wuerttemberg,Stuttgart,70173,236.78,1956,Oil,false,false,3369.18
Bayern,Regensburg,93047,226.21,1957,None,true,false,532.62
Niedersachsen,Hildesheim,31134,61.76,1966,Natural,false,false,908.17
Bayern,Muenchen,80331,130.23,1952,District,false,false,2769.5
Baden-Wuerttemberg,Esslingen am Neckar,73728,91.05,1942,Oil,true,false,1960.4
Nordrhein-Westfalen,Moenchengladbach,41061,156.18,1947,District,false,false,2320.36
Bayern,Fuerth,90762,43.84,1938,Oil,true,false,1079.58
Baden-Wuerttemberg,Heilbronn,74072,224.82,1977,District,false,false,3000.29
Nordrhein-Westfalen,Bonn,53111,245.3,1955,District,false,false,2440.09
Nordrhein-Westfalen,Bielefeld,33602,120.39,1997,Oil,true,false,2134.23
Nordrhein-Westfalen,Koeln,50667,215.17,1966,District,false,false,2569.76
Bayern,Freising,85354,188.71,1938,District,false,false,3246.08
Niedersachsen,Goettingen,37073,162.94,1973,District,false,false,2594.34
Baden-Wuerttemberg,Stuttgart,70173,162.28,1934,None,false,false,1918.5
Niedersachsen,Braunschweig,38100,59.01,1941,Oil,false,false,1287.9
Baden-Wuerttemberg,Tuebingen,72070,163.8,1945,Oil,true,false,2642.61
Niedersachsen,Hannover,30159,235.21,1992,Oil,true,false,2680.9
Niedersachsen,Osnabrueck,49074,99.92,1992,Oil,true,true,1938.71
Bayern,Straubing,94315,181.97,1936,Oil,false,false,2306.26
Baden-Wuerttemberg,Freiburg im Breisgau,79098,147.86,1934,None,false,false,1723.71
Baden-Wuerttemberg,Ulm,89073,143.89,1929,Natural,true,false,2639.83
Hessen,Wiesbaden,55246,165.14,1956,Natural,true,false,2357.6
Hessen,Giessen,35390,67.35,1965,Oil,true,false,1419.63
Nordrhein-Westfalen,Essen,45127,193.89,2009,Oil,true,false,2200.57
Baden-Wuerttemberg,Stuttgart,70173,194.95,1959,Natural,false,false,2883.07
Baden-Wuerttemberg,Heilbronn,74072,91.68,1939,District,false,false,2129.24
Bayern,Kaufbeuren,87600,91.97,1994,District,false,false,1698.46
Hessen,Giessen,35390,192.88,1934,None,false,false,975.52
Hessen,Marburg,35037,177.75,1968,District,false,false,2624.72
Hessen,Ruesselsheim am Main,65428,93.14,1943,District,false,false,1988.63
Niedersachsen,Hildesheim,31134,116.87,1945,Oil,false,false,1956.88
Hessen,Offenbach am Main,63065,53.63,1922,District,true,true,1535.85
Hessen,Marburg,35037,29.6,1923,Natural,false,false,720.79
Baden-Wuerttemberg,Esslingen am Neckar,73728,184.19,1938,None,false,false,1000.43
Hessen,Fulda,36037,23.21,1994,Oil,false,false,497.86
Hessen,Offenbach am Main,63065,101.44,1922,Natural,false,false,2060.22
Bayern,Erlangen,91052,208.87,1992,Oil,false,false,2908.24
Hessen,Ruesselsheim am Main,65428,26.8,1921,Natural,false,false,635.46
Niedersachsen,Wolfsburg,38440,55.07,1958,District,false,false,1226.36
Niedersachsen,Oldenburg,26121,31.49,1934,Natural,true,false,804.14
Hessen,Kassel,34117,182.11,1945,Natural,false,false,2073.2
Niedersachsen,Wolfsburg,38440,123.13,1997,Natural,true,false,2203.07
Niedersachsen,Osnabrueck,49074,59.33,1945,Oil,false,false,1257.61
Bayern,Rosenheim,83022,77.92,1982,None,false,false,844.83
Nordrhein-Westfalen,Aachen,52062,69.08,1937,Natural,false,false,1318.23
Baden-Wuerttemberg,Mannheim,68159,60.31,1924,Oil,false,false,1368.11
Hessen,Offenbach am Main,63065,156.15,1922,Oil,false,false,2935.04
Hessen,Offenbach am Main,63065,160.05,1960,None,true,false,1292.81
Nordrhein-Westfalen,Moenchengladbach,41061,126.77,1993,District,false,false,1901.59
Nordrhein-Westfalen,Moenchengladbach,41061,174.89,1961,Natural,true,false,1519.39
Hessen,Offenbach am Main,63065,241.46,1990,Natural,true,false,2620.85
Hessen,Hanau,63450,186.88,1986,Natural,true,false,2296.93
Niedersachsen,Hannover,30159,205.92,1989,Oil,false,false,2611.03
Niedersachsen,Oldenburg,26121,73.5,1964,Oil,false,false,1381.78
Baden-Wuerttemberg,Heilbronn,74072,103.33,1995,Oil,false,false,2045.77
Hessen,Giessen,35390,106.97,1985,District,false,false,2117.73
Niedersachsen,Braunschweig,38100,73.94,1996,District,true,false,1686.86
Niedersachsen,Osnabrueck,49074,192.48,2007,Natural,true,false,2238.48
Baden-Wuerttemberg,Tuebingen,72070,242.35,1945,None,true,false,555.73
Nordrhein-Westfalen,Duesseldorf,40210,222.13,1940,District,false,false,3024.31
Baden-Wuerttemberg,Esslingen am Neckar,73728,102.3,1978,Natural,true,false,1772.93
Niedersachsen,Hannover,30159,230.16,1930,Natural,true,false,2485.61
Nordrhein-Westfalen,Aachen,52062,172.59,1966,None,false,false,652.42
Baden-Wuerttemberg,Freiburg im Breisgau,79098,114.38,1926,District,true,false,2776.56
Bayern,Bayreuth,95444,125.31,1997,Natural,true,false,2130.14
Bayern,Straubing,94315,247.65,2004,District,false,false,2448.74
Nordrhein-Westfalen,Koeln,50667,102.33,1948,District,false,false,2087.97
Nordrhein-Westfalen,Bonn,53111,97.08,1995,Natural,false,false,1673.53
Nordrhein-Westfalen,Gelsenkirchen,45879,124.52,1989,District,false,false,1817.22
Baden-Wuerttemberg,Pforzheim,75172,101.48,1987,Oil,false,false,1756.13
Baden-Wuerttemberg,Mannheim,68159,201.88,1930,District,true,false,3098.76
Nordrhein-Westfalen,Moenchengladbach,41061,205.33,1974,District,false,false,2121.46
Baden-Wuerttemberg,Tuebingen,72070,63.18,1943,Oil,false,false,1378.34
Bayern,Bamberg,96047,97.21,2010,Oil,true,false,2017.07
Hessen,Frankfurt am Main,60306,147.16,1985,District,true,false,3374.94
Baden-Wuerttemberg,Mannheim,68159,25.42,1971,Natural,false,false,550.72
Niedersachsen,Braunschweig,38100,60.97,1972,Oil,false,false,1302.66
Bayern,Fuerth,90762,103.39,1962,Oil,false,false,1879.58
Baden-Wuerttemberg,Karlsruhe,76131,180.15,1941,Oil,false,false,2816.38
Niedersachsen,Osnabrueck,49074,129.06,1971,Oil,false,false,2049.53
Nordrhein-Westfalen,Aachen,52062,223.77,1930,None,true,false,705.78
Nordrhein-Westfalen,Aachen,52062,200.3,1936,District,true,false,2956.35
Hessen,Hanau,63450,50.3,1984,Oil,true,false,1237.14
Niedersachsen,Wolfsburg,38440,64.0,2002,Oil,true,true,1599.48
Niedersachsen,Osnabrueck,49074,239.75,1966,District,false,false,2245.49
Bayern,Hof,95028,52.72,1950,District,false,false,958.9
Baden-Wuerttemberg,Pforzheim,75172,146.41,1929,Natural,false,false,1979.77
Baden-Wuerttemberg,Ludwigsburg,71634,88.64,1975,Natural,false,false,1611.69
Baden-Wuerttemberg,Heidelberg,69115,47.65,1968,Oil,false,false,1138.97
Baden-Wuerttemberg,Esslingen am Neckar,73728,143.0,1939,Natural,true,false,2206.94
Niedersachsen,Braunschweig,38100,79.11,1959,District,false,false,1615.46
Hessen,Darmstadt,64283,157.18,1968,District,false,true,2727.3
Hessen,Giessen,35390,91.52,1940,Oil,false,false,1907.44
Hessen,Fulda,36037,106.26,1981,District,false,false,1983.41
Hessen,Marburg,35037,43.9,1995,Oil,true,false,1112.89
Niedersachsen,Oldenburg,26121,201.45,1922,Oil,false,false,2677.57
Baden-Wuerttemberg,Esslingen am Neckar,73728,94.64,1922,District,true,false,2081.1
Niedersachsen,Braunschweig,38100,62.91,2009,Oil,true,false,1459.18
Nordrhein-Westfalen,Dortmund,44135,85.31,1978,District,false,false,1524.55
Niedersachsen,Hildesheim,31134,200.03,1969,Oil,false,false,2152.37
Niedersachsen,Wolfsburg,38440,78.94,1929,District,false,false,1834.82
Baden-Wuerttemberg,Esslingen am Neckar,73728,94.15,1942,District,false,false,1995.04
Hessen,Offenbach am Main,63065,58.71,2008,District,true,false,1567.48
Nordrhein-Westfalen,Duesseldorf,40210,168.48,1945,Natural,false,false,2292.49
Niedersachsen,Braunschweig,38100,237.37,1966,Oil,false,false,2180.54
Bayern,Memmingen,87700,79.2,1934,District,false,false,1684.57
Niedersachsen,Braunschweig,38100,133.18,1931,District,false,false,2502.07
Bayern,Memmingen,87700,107.91,1938,Oil,false,false,1934.05
Niedersachsen,Hannover,30159,120.98,1985,Oil,false,false,2216.91
Nordrhein-Westfalen,Dortmund,44135,211.15,1977,Oil,true,false,2054.17
Nordrhein-Westfalen,Wuppertal,42103,221.56,1964,District,true,false,1916.38
Baden-Wuerttemberg,Tuebingen,72070,160.32,1934,Oil,false,false,2568.35
Baden-Wuerttemberg,Karlsruhe,76131,97.67,1980,Natural,false,false,1791.74
Baden-Wuerttemberg,Pforzheim,75172,115.93,1990,District,false,false,2053.89
Hessen,Ruesselsheim am Main,65428,20.07,1981,District,false,false,519.68
Nordrhein-Westfalen,Duesseldorf,40210,230.61,1935,Oil,false,false,2728.51
Baden-Wuerttemberg,Stuttgart,70173,170.98,2002,District,true,true,3750.38
Baden-Wuerttemberg,Karlsruhe,76131,219.05,1947,Natural,false,false,2453.56
Nordrhein-Westfalen,Dortmund,44135,28.18,1982,Natural,false,false,557.17
Baden-Wuerttemberg,Freiburg im Breisgau,79098,94.61,1952,Natural,false,false,1901.62
Bayern,Landshut,84082,108.05,1959,Natural,true,true,1801.0
Bayern,Wuerzburg,97070,111.18,1956,District,true,false,2214.58
Nordrhein-Westfalen,Aachen,52062,203.77,1944,Oil,true,false,2808.75
Niedersachsen,Hannover,30159,53.42,1966,Oil,false,false,1169.35
Baden-Wuerttemberg,Esslingen am Neckar,73728,122.82,1920,Natural,false,false,2037.6
Bayern,Bayreuth,95444,102.01,1929,None,false,false,1038.08
Bayern,Freising,85354,40.17,1999,Oil,true,false,1091.73
Niedersachsen,Osnabrueck,49074,39.46,1937,None,false,false,584.5
Niedersachsen,Wolfsburg,38440,199.6,2004,Oil,true,false,2967.63
Hessen,Hanau,63450,74.31,1952,District,true,false,1670.45
Niedersachsen,Osnabrueck,49074,207.69,1957,Oil,false,false,2163.43
Baden-Wuerttemberg,Ludwigsburg,71634,184.88,1936,Oil,true,false,2843.24
Hessen,Frankfurt am Main,60306,174.38,1984,Oil,true,false,3543.92
Baden-Wuerttemberg,Karlsruhe,76131,58.67,1986,Oil,false,false,1277.84
Baden-Wuerttemberg,Stuttgart,70173,122.58,1925,District,false,false,2986.22
Hessen,Offenbach am Main,63065,172.34,1960,Oil,false,false,2751.03
Nordrhein-Westfalen,Dortmund,44135,202.78,1972,District,false,false,2270.99
Niedersachsen,Hildesheim,31134,206.93,1951,District,false,false,2089.6
Hessen,Hanau,63450,97.15,1998,Natural,true,false,1904.98
Baden-Wuerttemberg,Freiburg im Breisgau,79098,78.73,1931,Natural,false,false,1848.32
Baden-Wuerttemberg,Mannheim,68159,109.41,1939,Oil,true,false,2163.47
Nordrhein-Westfalen,Muenster,48143,31.89,1921,Natural,false,false,633.13
Nordrhein-Westfalen,Bochum,44787,147.65,1965,Oil,false,false,1799.6
Niedersachsen,Braunschweig,38100,141.1,1961,Oil,false,false,2121.68
Baden-Wuerttemberg,Heilbronn,74072,143.96,1999,Natural,true,false,2486.34
Baden-Wuerttemberg,Heilbronn,74072,197.12,2010,Natural,true,true,2754.81
Bayern,Wuerzburg,97070,233.73,1939,District,true,false,3276.79
Baden-Wuerttemberg,Karlsruhe,76131,87.1,1994,District,false,false,1857.12
Hessen,Ruesselsheim am Main,65428,233.35,1972,Oil,true,false,2530.53
Bayern,Dachau,85221,76.74,1992,District,true,false,1870.55
Baden-Wuerttemberg,Pforzheim,75172,248.53,1925,District,false,false,2517.04
Hessen,Wiesbaden,55246,79.57,2004,District,true,false,1959.8
Hessen,Giessen,35390,69.86,1974,Oil,false,true,1541.94
Hessen,Offenbach am Main,63065,111.96,1943,District,false,true,2580.29
Baden-Wuerttemberg,Tuebingen,72070,96.67,1945,Oil,true,false,2022.51
Hessen,Hanau,63450,161.5,2003,Natural,false,false,2288.61
Nordrhein-Westfalen,Koeln,50667,183.77,1926,Natural,false,false,2381.69
Baden-Wuerttemberg,Freiburg im Breisgau,79098,76.28,1948,Oil,false,true,1997.71
Niedersachsen,Braunschweig,38100,125.93,1931,Natural,false,false,2005.17
Nordrhein-Westfalen,Essen,45127,220.87,1947,District,false,false,2268.81
Niedersachsen,Wolfsburg,38440,26.29,1946,None,false,false,405.25
Nordrhein-Westfalen,Duesseldorf,40210,166.09,1920,None,true,false,1235.2
Bayern,Wuerzburg,97070,121.94,1920,Oil,true,true,2525.79
Nordrhein-Westfalen,Duisburg,47051,180.56,1957,District,true,false,1920.41
Hessen,Frankfurt am Main,60306,27.87,1978,Oil,false,false,812.74
Hessen,Darmstadt,64283,135.01,1928,Oil,false,false,2686.17
Baden-Wuerttemberg,Tuebingen,72070,202.69,1943,Oil,true,false,2783.49
Bayern,Bayreuth,95444,178.67,1926,District,true,false,2856.07
Baden-Wuerttemberg,Heidelberg,69115,156.96,1954,None,false,false,1191.93
Nordrhein-Westfalen,Gelsenkirchen,45879,149.35,1988,Oil,false,false,1781.19
Baden-Wuerttemberg,Karlsruhe,76131,80.45,1951,District,false,false,1703.09
Baden-Wuerttemberg,Stuttgart,70173,109.28,1967,None,false,false,1454.64
Baden-Wuerttemberg,Mannheim,68159,236.27,1988,Natural,false,false,2052.21
Niedersachsen,Oldenburg,26121,102.93,1988,District,false,true,2004.1
Baden-Wuerttemberg,Mannheim,68159,152.87,1925,Natural,false,false,2306.89
Hessen,Wiesbaden,55246,43.37,1955,District,false,true,1088.23
Baden-Wuerttemberg,Karlsruhe,76131,38.91,1921,District,false,false,989.33
Hessen,Hanau,63450,102.93,1924,District,false,false,2179.45
Baden-Wuerttemberg,Pforzheim,75172,152.18,1982,Natural,true,false,1903.64
Niedersachsen,Hildesheim,31134,184.37,1954,District,false,false,2190.12
Baden-Wuerttemberg,Heilbronn,74072,132.42,1998,Natural,false,false,2261.26
Niedersachsen,Braunschweig,38100,192.78,1980,District,false,false,2740.62
Baden-Wuerttemberg,Esslingen am Neckar,73728,157.52,1922,Oil,false,false,2578.39
Nordrhein-Westfalen,Bielefeld,33602,31.75,2003,Oil,true,false,750.83
Bayern,Neu-Ulm,89231,185.44,1988,Natural,true,false,2576.13
Niedersachsen,Braunschweig,38100,75.99,1931,Oil,true,false,1741.42
Niedersachsen,Osnabrueck,49074,249.44,1940,District,false,false,2638.55
Bayern,Straubing,94315,69.21,1945,None,false,false,783.48
Hessen,Fulda,36037,113.7,1934,Oil,true,false,2067.09
Baden-Wuerttemberg,Ludwigsburg,71634,39.01,1996,Natural,true,false,939.59
Hessen,Kassel,34117,129.71,1983,Oil,false,true,2072.6
Hessen,Kassel,34117,39.41,1923,District,false,false,889.42
Nordrhein-Westfalen,Wuppertal,42103,182.14,1977,Natural,false,false,1557.78
Niedersachsen,Osnabrueck,49074,237.34,1955,District,false,false,2297.82
Hessen,Hanau,63450,224.26,1979,Natural,false,true,2159.94
Niedersachsen,Braunschweig,38100,126.49,1926,District,false,false,2475.02
Niedersachsen,Braunschweig,38100,74.12,1938,District,false,false,1667.39
Hessen,Kassel,34117,91.96,1920,Oil,false,false,1701.38
Nordrhein-Westfalen,Essen,45127,198.26,2003,Natural,true,false,1810.44
Niedersachsen,Hildesheim,31134,120.27,1942,Oil,false,false,1971.56
Baden-Wuerttemberg,Esslingen am Neckar,73728,61.68,1956,Natural,true,false,1225.34
Baden-Wuerttemberg,Heidelberg,69115,112.48,1979,Natural,false,false,2094.91
Bayern,Bamberg,96047,89.69,1942,Oil,true,false,1836.41
Niedersachsen,Braunschweig,38100,170.03,1962,Natural,false,false,1993.26
Nordrhein-Westfalen,Aachen,52062,190.53,1949,Oil,true,false,2347.54
Baden-Wuerttemberg,Ludwigsburg,71634,114.6,1935,None,false,false,1141.31
Nordrhein-Westfalen,Gelsenkirchen,45879,84.2,1939,None,false,false,753.61
Bayern,Memmingen,87700,85.83,1943,Oil,false,false,1676.21
Niedersachsen,Braunschweig,38100,170.64,1985,Oil,true,true,2536.95
Nordrhein-Westfalen,Bonn,53111,77.49,1980,District,true,false,1749.86
Nordrhein-Westfalen,Bielefeld,33602,140.61,1992,Oil,true,false,2160.56
Niedersachsen,Osnabrueck,49074,98.1,1928,Oil,true,true,2023.21
Hessen,Darmstadt,64283,198.75,1961,Oil,false,false,2683.4
Baden-Wuerttemberg,Ludwigsburg,71634,196.88,2004,Oil,true,false,2916.01
Bayern,Rosenheim,83022,69.2,1988,Oil,false,false,1438.81
Bayern,Regensburg,93047,240.53,2009,Natural,false,false,2491.21
Hessen,Frankfurt am Main,60306,42.7,1972,District,false,false,1225.84
Baden-Wuerttemberg,Heilbronn,74072,243.59,1988,District,false,false,2972.44
Nordrhein-Westfalen,Duisburg,47051,242.84,1990,District,false,false,1809.26
Bayern,Kempten,87435,185.92,1950,District,true,false,2491.48
Hessen,Darmstadt,64283,143.03,1999,District,true,false,2922.95
Niedersachsen,Braunschweig,38100,36.63,1933,Natural,true,false,888.45
Bayern,Memmingen,87700,207.57,1941,Natural,false,false,2062.76
Niedersachsen,Wolfsburg,38440,141.69,1988,Natural,false,false,2125.4
Niedersachsen,Hannover,30159,222.61,1984,Oil,true,false,2652.63
Baden-Wuerttemberg,Ludwigsburg,71634,126.21,1953,None,false,false,973.17
Nordrhein-Westfalen,Bochum,44787,73.43,1990,Natural,false,false,1157.96
Baden-Wuerttemberg,Heilbronn,74072,91.54,1955,None,false,false,1034.75
Baden-Wuerttemberg,Freiburg im Breisgau,79098,154.85,1957,District,true,false,3081.76
Niedersachsen,Hildesheim,31134,231.27,1978,District,false,false,2203.81
Nordrhein-Westfalen,Bonn,53111,85.01,2006,District,true,false,1935.06
Bayern,Regensburg,93047,20.36,1975,District,false,false,522.22
Baden-Wuerttemberg,Esslingen am Neckar,73728,80.51,1991,Natural,false,false,1496.09
Nordrhein-Westfalen,Wuppertal,42103,214.13,2001,District,true,false,2355.59
Nordrhein-Westfalen,Muenster,48143,129.61,1968,Natural,true,false,1850.3
Niedersachsen,Osnabrueck,49074,38.11,1953,District,true,false,992.6
Bayern,Aschaffenburg,63739,160.99,1942,Natural,false,false,2177.0
Nordrhein-Westfalen,Bielefeld,33602,116.26,1958,Oil,true,false,1868.6
Nordrhein-Westfalen,Muenster,48143,43.01,1995,District,true,false,1058.75
Niedersachsen,Hannover,30159,226.62,1955,Natural,true,false,1979.54
Baden-Wuerttemberg,Karlsruhe,76131,139.19,1973,District,false,false,2504.17
Niedersachsen,Braunschweig,38100,139.79,1935,Natural,false,false,2124.4
Baden-Wuerttemberg,Karlsruhe,76131,175.28,2006,Oil,true,false,2791.25
Nordrhein-Westfalen,Bielefeld,33602,240.64,1993,Oil,false,false,2039.02
Baden-Wuerttemberg,Mannheim,68159,120.13,1966,Natural,false,false,1829.2
Hessen,Offenbach am Main,63065,229.84,1953,None,true,false,862.3
Nordrhein-Westfalen,Bonn,53111,30.33,1991,Oil,true,false,768.78
Baden-Wuerttemberg,Esslingen am Neckar,73728,150.62,1944,Natural,false,false,2184.63
Hessen,Frankfurt am Main,60306,195.52,1950,District,false,false,3648.78
Niedersachsen,Wolfsburg,38440,208.85,1997,Oil,true,false,3035.47
Hessen,Giessen,35390,31.17,1922,District,false,false,790.36
Hessen,Darmstadt,64283,154.25,1971,Oil,false,false,2657.1
Hessen,Wiesbaden,55246,108.95,1952,Natural,false,false,1823.62
Niedersachsen,Osnabrueck,49074,229.28,1931,District,false,true,2765.06
Nordrhein-Westfalen,Aachen,52062,218.51,1948,Oil,true,false,2714.09
Hessen,Offenbach am Main,63065,107.82,1925,District,true,false,2584.76
Baden-Wuerttemberg,Ulm,89073,100.25,1970,Natural,false,false,1980.99
Baden-Wuerttemberg,Freiburg im Breisgau,79098,108.73,1986,District,true,false,2629.8
Bayern,Regensburg,93047,114.51,1996,District,true,false,2435.41
Nordrhein-Westfalen,Bochum,44787,74.01,1947,Oil,false,false,1384.96
Bayern,Dachau,85221,187.06,1925,Natural,false,false,2671.4
Hessen,Wiesbaden,55246,211.71,2005,Oil,false,false,3132.34
